Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume AEB,Volume TC
2019-06-11,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-10,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-09,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-08,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-07,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-06,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-05,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-04,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-03,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-02,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-06-01,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-31,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-30,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-29,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-28,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-27,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-26,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-25,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-24,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-23,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-22,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-21,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-20,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-19,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-18,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-17,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-16,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-15,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-14,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-13,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-12,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-11,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-10,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-09,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-08,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-07,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-06,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-05,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-04,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-03,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-02,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-05-01,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-30,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-29,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-28,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-27,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-26,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-25,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-24,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-23,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-22,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-21,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-20,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-19,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-18,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-17,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-16,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-15,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-14,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-13,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-12,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-11,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-10,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-09,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-08,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-07,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-06,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-05,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-04,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-03,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-02,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-04-01,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-31,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-30,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-29,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-28,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-27,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-26,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-25,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-24,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-23,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-22,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-21,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-20,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-19,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-18,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-17,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-16,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-15,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-14,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-13,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-12,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-11,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-10,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-09,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-08,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-07,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-06,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-05,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-04,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-03,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-02,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-03-01,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-28,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-27,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-26,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-25,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-24,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-23,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-22,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-21,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-20,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-19,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-18,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-17,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-16,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-15,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-14,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-13,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-12,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-11,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-10,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-09,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-08,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-07,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-06,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-05,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-04,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-03,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-02,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-02-01,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-31,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-30,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-29,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-28,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-27,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-26,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-25,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-24,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-23,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-22,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-21,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-20,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-19,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-18,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-17,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-16,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-15,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-14,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-13,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-12,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-11,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-10,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-09,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-08,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-07,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-06,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-05,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-04,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-03,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-02,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2019-01-01,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-31,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-30,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-29,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-28,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-27,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-26,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-25,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-24,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-23,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-22,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-21,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-20,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-19,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-18,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-17,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-16,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-15,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-14,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-13,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-12,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-11,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-10,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-09,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-08,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-07,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-06,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-05,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-04,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-03,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-02,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-12-01,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-30,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-29,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-28,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-27,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-26,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-25,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-24,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-23,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-22,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-21,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-20,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-19,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-18,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-17,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-16,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-15,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-14,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-13,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-12,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-11,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-10,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-09,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-08,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-07,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-06,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-05,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-04,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-03,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-02,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-11-01,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-10-31,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-10-30,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-10-29,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-10-28,AEBTC,0.0001951,0.0001951,0.0001951,0.0001951,0.0,0.0
2018-10-27,AEBTC,0.0001951,0.0001955,0.0001934,0.0001951,27263.7,5.31
2018-10-26,AEBTC,0.0001926,0.0001986,0.0001885,0.0001951,58681.67,11.38
2018-10-25,AEBTC,0.0001998,0.0001998,0.0001897,0.0001926,53194.86,10.34
2018-10-24,AEBTC,0.0001986,0.0002057,0.0001966,0.0001998,52764.14,10.57
2018-10-23,AEBTC,0.0001971,0.0002311,0.0001966,0.0001986,52418.81,10.54
2018-10-22,AEBTC,0.0002092,0.000218,0.000153,0.0001971,87019.96,16.78
2018-10-21,AEBTC,0.0002148,0.0002158,0.0002062,0.0002092,51386.26,10.85
2018-10-20,AEBTC,0.0002091,0.0002223,0.0002076,0.0002148,24627.18,5.27
2018-10-19,AEBTC,0.0001899,0.0002097,0.0001896,0.0002091,44972.04,8.81
2018-10-18,AEBTC,0.0001936,0.0001936,0.0001895,0.0001899,46979.05,8.99
2018-10-17,AEBTC,0.0001819,0.0001951,0.0001812,0.0001936,49823.97,9.32
2018-10-16,AEBTC,0.0001767,0.0001836,0.0001748,0.0001819,25219.21,4.58
2018-10-15,AEBTC,0.0001827,0.0001831,0.0001672,0.0001767,52386.31,9.31
2018-10-14,AEBTC,0.0001784,0.0001891,0.0001761,0.0001827,48021.13,8.68
2018-10-13,AEBTC,0.0001785,0.0001879,0.000172,0.0001784,38578.51,6.89
2018-10-12,AEBTC,0.0001735,0.0001807,0.000172,0.0001785,26832.12,4.74
2018-10-11,AEBTC,0.0001991,0.0001991,0.000172,0.0001735,48670.19,8.84
2018-10-10,AEBTC,0.0001632,0.0001991,0.0001632,0.0001991,36222.68,6.6
2018-10-09,AEBTC,0.0001606,0.0001654,0.0001598,0.0001632,44515.62,7.23
2018-10-08,AEBTC,0.0001611,0.0001625,0.0001585,0.0001606,63953.41,10.26
2018-10-07,AEBTC,0.000161,0.0001619,0.00016,0.0001611,49798.65,8.03
2018-10-06,AEBTC,0.000162,0.0001633,0.0001606,0.000161,61742.54,9.97
2018-10-05,AEBTC,0.0001616,0.0001636,0.0001598,0.000162,67762.93,10.92
2018-10-04,AEBTC,0.0001623,0.000165,0.0001606,0.0001616,55668.05,9.08
2018-10-03,AEBTC,0.0001609,0.0001646,0.0001575,0.0001623,57022.96,9.2
2018-10-02,AEBTC,0.0001606,0.0001655,0.0001595,0.0001609,36692.94,6.0
2018-10-01,AEBTC,0.0001626,0.0001777,0.0001565,0.0001606,55833.48,9.07
2018-09-30,AEBTC,0.0001655,0.0001661,0.0001585,0.0001626,58957.75,9.54
2018-09-29,AEBTC,0.0001498,0.0001655,0.0001497,0.0001655,69167.07,10.56
2018-09-28,AEBTC,0.0001508,0.0001521,0.0001479,0.0001498,37748.3,5.66
2018-09-27,AEBTC,0.0001486,0.0001531,0.0001439,0.0001508,7345.35,1.11
2018-09-26,AEBTC,0.0001467,0.0001526,0.0001448,0.0001486,41988.0,6.19
2018-09-25,AEBTC,0.000146,0.0001492,0.0001448,0.0001467,41795.46,6.14
2018-09-24,AEBTC,0.0001511,0.0001522,0.0001439,0.000146,32308.89,4.79
2018-09-23,AEBTC,0.0001506,0.0001555,0.0001486,0.0001511,29701.69,4.49
2018-09-22,AEBTC,0.0001565,0.0001571,0.0001496,0.0001506,24842.7,3.77
2018-09-21,AEBTC,0.0001509,0.0001565,0.0001476,0.0001565,25540.91,3.85
2018-09-20,AEBTC,0.0001467,0.0001521,0.0001456,0.0001509,32388.52,4.75
2018-09-19,AEBTC,0.0001489,0.0001501,0.0001448,0.0001467,33062.9,4.88
2018-09-18,AEBTC,0.000145,0.0001511,0.0001448,0.0001489,28193.41,4.17
2018-09-17,AEBTC,0.0001538,0.0001551,0.0001438,0.000145,33039.99,4.96
2018-09-16,AEBTC,0.0001557,0.0001561,0.0001522,0.0001538,34265.6,5.25
2018-09-15,AEBTC,0.0001499,0.0001581,0.0001498,0.0001557,27453.94,4.25
2018-09-14,AEBTC,0.0001433,0.0001575,0.0001411,0.0001499,29161.94,4.36
2018-09-13,AEBTC,0.0001381,0.0001463,0.0001381,0.0001433,34200.71,4.85
2018-09-12,AEBTC,0.0001387,0.0001398,0.0001288,0.0001381,29248.67,3.95
2018-09-11,AEBTC,0.0001432,0.0001435,0.0001383,0.0001387,28429.6,4.0
2018-09-10,AEBTC,0.0001473,0.0001486,0.0001412,0.0001432,38620.69,5.59
2018-09-09,AEBTC,0.0001464,0.0001486,0.0001395,0.0001473,26190.53,3.81
2018-09-08,AEBTC,0.000149,0.0001522,0.0001452,0.0001464,23883.66,3.56
2018-09-07,AEBTC,0.0001517,0.0001568,0.0001485,0.000149,31030.16,4.72
2018-09-06,AEBTC,0.0001442,0.0001531,0.0001429,0.0001517,31591.83,4.71
2018-09-05,AEBTC,0.0001575,0.0001597,0.0001421,0.0001442,34610.9,5.36
2018-09-04,AEBTC,0.0001631,0.0001655,0.0001563,0.0001575,31026.73,4.98
2018-09-03,AEBTC,0.0001604,0.0001635,0.0001582,0.0001631,29894.18,4.8
2018-09-02,AEBTC,0.0001688,0.0001688,0.0001601,0.0001604,22881.68,3.73
2018-09-01,AEBTC,0.0001628,0.0001691,0.0001627,0.0001688,29228.91,4.88
2018-08-31,AEBTC,0.0001568,0.0001641,0.0001556,0.0001628,31007.42,4.96
